pdb_id,step,sigma,n_samples,ca_rmsd_to_final_mean,ca_rmsd_to_final_sd,ca_rmsd_to_native_mean,ca_rmsd_to_native_sd,ca_rmsd_step_delta_mean
7OW5,121,17.5672,5,14.6027,0.2771,14.6360,0.2940,17.6624
7OW5,122,16.5396,5,13.7198,0.1187,13.7281,0.1207,17.0211
7OW5,123,15.564,5,12.6481,0.1740,12.6574,0.1683,15.2540
7OW5,124,14.6382,5,12.3025,0.1885,12.3266,0.2022,14.7309
7OW5,125,13.7599,5,11.2544,0.2778,11.2892,0.2857,13.8444
7OW5,126,12.9272,5,10.7763,0.2035,10.7925,0.1986,12.7449
7OW5,127,12.1381,5,10.0242,0.1158,10.0588,0.1365,12.3241
7OW5,128,11.3907,5,9.3012,0.1897,9.3149,0.1783,11.4804
7OW5,129,10.683,5,8.7656,0.1147,8.8047,0.1354,10.6238
7OW5,130,10.0134,5,8.2468,0.0903,8.2628,0.1027,10.0824
7OW5,131,9.38004,5,7.6620,0.1007,7.6961,0.1263,9.3452
7OW5,132,8.78137,5,7.2218,0.1548,7.2597,0.1636,8.7440
7OW5,133,8.21574,5,6.6356,0.1711,6.6670,0.2065,8.2030
7OW5,134,7.68164,5,6.2116,0.1021,6.2695,0.1249,7.6307
7OW5,135,7.17757,5,5.8443,0.0723,5.9078,0.0862,7.1532
7OW5,136,6.70213,5,5.4793,0.0826,5.4999,0.0838,6.6902
7OW5,137,6.25395,5,5.0393,0.0830,5.0798,0.0759,6.1170
7OW5,138,5.8317,5,4.6895,0.0843,4.7688,0.0958,5.7111
7OW5,139,5.43412,5,4.3402,0.0740,4.4231,0.0662,5.2949
7OW5,140,5.06001,5,4.0991,0.1333,4.1945,0.1493,5.0051
7OW5,141,4.7082,5,3.7981,0.0592,3.9286,0.0764,4.6873
7OW5,142,4.37757,5,3.5306,0.0581,3.6811,0.1364,4.2503
7OW5,143,4.06704,5,3.3166,0.0690,3.4484,0.1091,4.0435
7OW5,144,3.77558,5,3.0818,0.0679,3.2329,0.1056,3.7576
7OW5,145,3.50222,5,2.8163,0.0378,2.9888,0.0546,3.4616
7OW5,146,3.246,5,2.6360,0.0362,2.8173,0.0616,3.2262
7OW5,147,3.00601,5,2.4584,0.0315,2.6206,0.0523,2.9504
7OW5,148,2.7814,5,2.2951,0.0191,2.4733,0.0384,2.8218
7OW5,149,2.57133,5,2.0927,0.0336,2.2952,0.0375,2.5601
7OW5,150,2.37501,5,1.9313,0.0535,2.1541,0.0446,2.3437
7OW5,151,2.19168,5,1.7693,0.0435,2.0050,0.0531,2.1545
7OW5,152,2.02061,5,1.6373,0.0414,1.8997,0.0272,1.9869
7OW5,153,1.86112,5,1.5191,0.0388,1.7709,0.0474,1.8268
7OW5,154,1.71255,5,1.4026,0.0341,1.6803,0.0439,1.7072
7OW5,155,1.57426,5,1.2793,0.0223,1.5663,0.0538,1.5714
7OW5,156,1.44565,5,1.1796,0.0362,1.5278,0.0735,1.4410
7OW5,157,1.32616,5,1.0688,0.0152,1.4513,0.0709,1.2960
7OW5,158,1.21523,5,0.9664,0.0116,1.3856,0.0479,1.1779
7OW5,159,1.11236,5,0.8746,0.0155,1.3351,0.0693,1.0943
7OW5,160,1.01704,5,0.7851,0.0175,1.2914,0.0737,1.0024
7OW5,161,0.928804,5,0.6829,0.0151,1.2315,0.0773,0.1024
7OW5,162,0.847218,5,0.5929,0.0131,1.1835,0.0807,0.0903
7OW5,163,0.771854,5,0.5137,0.0112,1.1457,0.0836,0.0795
7OW5,164,0.702309,5,0.4442,0.0096,1.1161,0.0862,0.0698
7OW5,165,0.638207,5,0.3834,0.0082,1.0932,0.0883,0.0610
7OW5,166,0.579186,5,0.3303,0.0070,1.0756,0.0900,0.0534
7OW5,167,0.524908,5,0.2840,0.0059,1.0620,0.0915,0.0467
7OW5,168,0.475048,5,0.2435,0.0049,1.0519,0.0925,0.0407
7OW5,169,0.429305,5,0.2085,0.0041,1.0442,0.0934,0.0354
7OW5,170,0.38739,5,0.1781,0.0034,1.0385,0.0942,0.0307
7OW5,171,0.349033,5,0.1518,0.0028,1.0343,0.0947,0.0266
7OW5,172,0.313979,5,0.1292,0.0023,1.0312,0.0952,0.0231
7OW5,173,0.281986,5,0.1096,0.0019,1.0288,0.0956,0.0199
7OW5,174,0.252829,5,0.0929,0.0016,1.0271,0.0959,0.0171
7OW5,175,0.226295,5,0.0786,0.0013,1.0257,0.0961,0.0147
7OW5,176,0.202186,5,0.0663,0.0011,1.0248,0.0962,0.0126
7OW5,177,0.180312,5,0.0559,0.0009,1.0241,0.0964,0.0108
7OW5,178,0.160499,5,0.0470,0.0008,1.0237,0.0964,0.0092
7OW5,179,0.142582,5,0.0395,0.0007,1.0233,0.0965,0.0079
7OW5,180,0.126407,5,0.0332,0.0006,1.0230,0.0966,0.0068
7OW5,181,0.111832,5,0.0279,0.0006,1.0228,0.0967,0.0057
7OW5,182,0.0987208,5,0.0234,0.0005,1.0226,0.0967,0.0049
7OW5,183,0.0869503,5,0.0196,0.0005,1.0226,0.0967,0.0042
7OW5,184,0.0764038,5,0.0164,0.0004,1.0225,0.0967,0.0036
7OW5,185,0.0669735,5,0.0138,0.0004,1.0224,0.0967,0.0031
7OW5,186,0.0585587,5,0.0116,0.0003,1.0224,0.0968,0.0027
7OW5,187,0.0510671,5,0.0098,0.0003,1.0224,0.0968,0.0023
7OW5,188,0.0444124,5,0.0082,0.0003,1.0224,0.0968,0.0020
7OW5,189,0.0385154,5,0.0069,0.0002,1.0224,0.0968,0.0018
7OW5,190,0.0333026,5,0.0058,0.0003,1.0224,0.0968,0.0016
7OW5,191,0.0287066,5,0.0049,0.0002,1.0225,0.0968,0.0014
7OW5,192,0.0246654,5,0.0041,0.0001,1.0224,0.0968,0.0013
7OW5,193,0.021122,5,0.0034,0.0002,1.0224,0.0968,0.0012
7OW5,194,0.0180242,5,0.0028,0.0001,1.0224,0.0968,0.0011
7OW5,195,0.0153242,5,0.0023,0.0001,1.0224,0.0968,0.0010
7OW5,196,0.0129786,5,0.0018,0.0001,1.0224,0.0968,0.0010
7OW5,197,0.0109477,5,0.0014,0.0000,1.0224,0.0968,0.0009
7OW5,198,0.00919558,5,0.0011,0.0000,1.0224,0.0968,0.0008
7OW5,199,0.00768951,5,0.0007,0.0000,1.0224,0.0968,0.0008
7OW5,200,0.00640001,5,0.0000,0.0000,1.0224,0.0968,0.0007
7OW6,1,2485.54,5,2463.4238,36.1929,2463.4262,36.1884,
7OW6,2,2412.94,5,2142.7121,49.2593,2142.7142,49.2609,2590.0138
7OW6,3,2342.16,5,2038.2757,41.8422,2038.2703,41.8407,2417.9318
7OW6,4,2273.18,5,1965.6779,27.2063,1965.6727,27.1971,2332.3761
7OW6,5,2205.94,5,1922.0686,33.4461,1922.0686,33.4496,2279.9888
7OW6,6,2140.41,5,1855.5727,32.9701,1855.5675,32.9662,2194.4130
7OW6,7,2076.56,5,1770.1726,47.5167,1770.1650,47.5088,2117.2319
7OW6,8,2014.35,5,1722.0083,16.6341,1722.0115,16.6254,2063.4724
7OW6,9,1953.74,5,1702.4049,18.6513,1702.3969,18.6488,2010.5502
7OW6,10,1894.71,5,1643.9954,24.1878,1643.9934,24.1814,1937.1510
7OW6,11,1837.2,5,1582.7586,16.6345,1582.7494,16.6315,1866.4113
7OW6,12,1781.21,5,1546.1037,42.6972,1546.1106,42.6908,1834.3459
7OW6,13,1726.68,5,1484.4685,16.9642,1484.4656,16.9628,1786.0377
7OW6,14,1673.58,5,1446.9122,18.6281,1446.9110,18.6409,1696.8451
7OW6,15,1621.9,5,1386.9973,22.8309,1386.9882,22.8366,1665.2624
7OW6,16,1571.58,5,1358.8037,15.9424,1358.7995,15.9459,1608.3863
7OW6,17,1522.62,5,1328.8968,20.5959,1328.8797,20.5859,1551.6076
7OW6,18,1474.96,5,1281.3611,32.1718,1281.3633,32.1757,1514.3038
7OW6,19,1428.59,5,1236.2615,21.5411,1236.2510,21.5493,1481.1226
7OW6,20,1383.47,5,1201.4187,34.2170,1201.4120,34.2018,1428.4315
7OW6,21,1339.59,5,1169.7407,21.8772,1169.7233,21.8696,1385.1607
7OW6,22,1296.9,5,1138.8537,25.0736,1138.8426,25.0809,1344.0002
7OW6,23,1255.38,5,1071.3178,19.0079,1071.3035,19.0200,1295.4129
7OW6,24,1215,5,1047.7422,13.2666,1047.7353,13.2629,1243.5135
7OW6,25,1175.75,5,1012.6812,21.3078,1012.6758,21.3038,1203.0667
7OW6,26,1137.58,5,987.5324,26.1466,987.5253,26.1453,1170.9863
7OW6,27,1100.49,5,953.0007,26.2796,952.9999,26.2776,1146.5462
7OW6,28,1064.43,5,920.1482,18.1398,920.1356,18.1428,1101.4064
7OW6,29,1029.39,5,902.8234,10.9168,902.8071,10.9332,1076.7485
7OW6,30,995.349,5,861.2942,8.4985,861.2970,8.4910,1018.7034
7OW6,31,962.275,5,827.2865,11.6178,827.2768,11.6207,990.1235
7OW6,32,930.147,5,807.6663,12.4699,807.6652,12.4544,962.0041
7OW6,33,898.942,5,780.1901,19.8885,780.1865,19.8797,931.6716
7OW6,34,868.639,5,741.5522,14.8719,741.5456,14.8783,889.4307
7OW6,35,839.216,5,722.9934,6.8814,722.9798,6.8715,871.3849
7OW6,36,810.652,5,693.6077,3.6489,693.6034,3.6425,833.6950
7OW6,37,782.924,5,681.7553,13.5031,681.7475,13.4916,807.3389
7OW6,38,756.014,5,656.1139,9.2635,656.1038,9.2682,767.4630
7OW6,39,729.901,5,628.8562,10.5378,628.8627,10.5304,753.5505
7OW6,40,704.564,5,609.6968,11.0474,609.6865,11.0383,719.3183
7OW6,41,679.985,5,590.6698,14.3169,590.6785,14.3184,687.8064
7OW6,42,656.145,5,559.5986,7.0250,559.5931,7.0226,670.2298
7OW6,43,633.025,5,541.8021,8.8179,541.8063,8.8173,643.0091
7OW6,44,610.606,5,528.9472,12.0314,528.9406,12.0273,621.4478
7OW6,45,588.872,5,507.1326,10.2906,507.1309,10.2858,604.2329
7OW6,46,567.804,5,487.9811,7.8114,487.9784,7.8050,577.4618
7OW6,47,547.386,5,471.1507,7.2507,471.1405,7.2467,563.2842
7OW6,48,527.6,5,458.2929,11.6602,458.2876,11.6574,540.8423
7OW6,49,508.43,5,440.4161,5.6972,440.4060,5.7109,525.9712
7OW6,50,489.861,5,421.5548,5.9895,421.5412,5.9976,511.1961
7OW6,51,471.875,5,408.9835,11.6625,408.9704,11.6725,481.9963
7OW6,52,454.46,5,390.2162,6.9118,390.2315,6.9056,473.5899
7OW6,53,437.597,5,375.4444,6.0785,375.4388,6.0750,449.4235
7OW6,54,421.274,5,361.6915,4.9723,361.6906,4.9686,432.4238
7OW6,55,405.476,5,345.4625,6.1101,345.4610,6.1312,414.3931
7OW6,56,390.188,5,334.7065,8.5883,334.6947,8.5973,395.1996
7OW6,57,375.397,5,320.0465,5.3962,320.0371,5.4099,376.3271
7OW6,58,361.089,5,310.1925,6.0685,310.1964,6.0740,361.7755
7OW6,59,347.251,5,299.5511,1.6541,299.5403,1.6440,357.5101
7OW6,60,333.87,5,288.0717,3.0772,288.0826,3.0824,344.1397
7OW6,61,320.934,5,273.2133,4.0334,273.2083,4.0382,330.2292
7OW6,62,308.43,5,263.9607,5.7714,263.9587,5.7744,317.3056
7OW6,63,296.345,5,253.8462,5.1524,253.8367,5.1602,306.9781
7OW6,64,284.669,5,243.4438,5.6025,243.4370,5.5956,292.9647
7OW6,65,273.389,5,236.6432,5.2921,236.6505,5.2896,279.1581
7OW6,66,262.495,5,223.1492,3.9325,223.1535,3.9581,271.8208
7OW6,67,251.974,5,210.8410,4.2537,210.8476,4.2547,254.3178
7OW6,68,241.818,5,206.4783,2.5972,206.4812,2.6024,246.2629
7OW6,69,232.014,5,196.8057,4.6413,196.8000,4.6565,237.1311
7OW6,70,222.553,5,189.7167,2.6330,189.7062,2.6329,228.3624
7OW6,71,213.425,5,183.1469,1.7847,183.1614,1.7709,218.4874
7OW6,72,204.619,5,174.4004,2.9685,174.4083,2.9696,207.4650
7OW6,73,196.127,5,166.1538,2.1867,166.1560,2.1901,199.1138
7OW6,74,187.938,5,159.0723,3.4471,159.0871,3.4453,190.0317
7OW6,75,180.045,5,154.5692,1.5910,154.5696,1.6161,183.0242
7OW6,76,172.437,5,147.5058,1.5412,147.5030,1.5307,176.7883
7OW6,77,165.106,5,139.3122,2.4519,139.3216,2.4504,168.2743
7OW6,78,158.045,5,134.0568,1.4139,134.0667,1.4080,160.5956
7OW6,79,151.243,5,127.3378,1.0309,127.3398,1.0367,152.0572
7OW6,80,144.695,5,123.8839,1.8722,123.8775,1.8632,149.0450
7OW6,81,138.39,5,115.9503,1.8408,115.9449,1.8510,140.2407
7OW6,82,132.323,5,111.9580,0.9898,111.9496,0.9845,133.7216
7OW6,83,126.485,5,106.0727,1.3938,106.0792,1.3902,129.4151
7OW6,84,120.869,5,101.2831,3.6190,101.2788,3.6132,121.8530
7OW6,85,115.469,5,97.3379,1.3991,97.3313,1.3864,116.1032
7OW6,86,110.276,5,93.1258,1.3985,93.1315,1.4019,112.4878
7OW6,87,105.285,5,89.8191,2.2155,89.8224,2.2071,106.4643
7OW6,88,100.489,5,84.7027,1.8216,84.7043,1.8004,102.9636
7OW6,89,95.8813,5,81.1509,1.1831,81.1627,1.1843,98.7460
7OW6,90,91.4559,5,75.9999,1.3065,75.9975,1.3105,91.5448
7OW6,91,87.2068,5,73.2565,0.8047,73.2467,0.7981,88.0708
7OW6,92,83.1281,5,70.5380,1.7233,70.5239,1.6995,83.8221
7OW6,93,79.2139,5,66.3445,1.0597,66.3455,1.0759,80.6713
7OW6,94,75.4588,5,63.6261,1.0315,63.6299,1.0276,76.4646
7OW6,95,71.8574,5,61.5183,1.4258,61.5123,1.4388,73.9573
7OW6,96,68.4042,5,57.6654,1.0802,57.6731,1.0788,69.3535
7OW6,97,65.0944,5,54.5520,0.8145,54.5597,0.8045,66.2984
7OW6,98,61.9226,5,51.8380,0.5746,51.8497,0.5629,62.2200
7OW6,99,58.8844,5,49.3954,1.0372,49.4004,1.0307,59.3811
7OW6,100,55.9748,5,47.0501,0.5341,47.0698,0.5253,56.3336
7OW6,101,53.1893,5,44.5194,0.3609,44.5258,0.3544,53.9018
7OW6,102,50.5235,5,41.5976,0.5402,41.5972,0.5446,50.7161
7OW6,103,47.9731,5,40.3545,1.3220,40.3453,1.3005,48.5297
7OW6,104,45.5338,5,38.3950,0.7591,38.3966,0.7740,46.6948
7OW6,105,43.2016,5,36.0923,0.5283,36.0700,0.5393,43.6522
7OW6,106,40.9725,5,34.4874,0.4571,34.4871,0.4625,41.3412
7OW6,107,38.8428,5,33.0326,0.7005,33.0410,0.7028,39.6150
7OW6,108,36.8086,5,30.8544,0.4806,30.8489,0.4933,37.9526
7OW6,109,34.8665,5,29.6516,0.2888,29.6527,0.2717,35.3560
7OW6,110,33.0129,5,27.5652,0.4828,27.5526,0.4831,33.4104
7OW6,111,31.2443,5,25.8624,0.3117,25.8637,0.3189,31.6806
7OW6,112,29.5577,5,24.2790,0.3756,24.2808,0.3879,29.6755
7OW6,113,27.9497,5,23.4927,0.4089,23.4950,0.3977,28.4772
7OW6,114,26.4172,5,22.0530,0.4808,22.0516,0.4860,26.5984
7OW6,115,24.9573,5,20.7075,0.3064,20.7122,0.2953,25.2109
7OW6,116,23.5672,5,19.4378,0.3622,19.4378,0.3604,24.2046
7OW6,117,22.2439,5,18.5548,0.2881,18.5781,0.2798,22.2392
7OW6,118,20.9849,5,17.3884,0.2754,17.4040,0.2766,21.2235
7OW6,119,19.7874,5,16.1598,0.2835,16.1645,0.2736,19.4936
7OW6,120,18.649,5,15.4947,0.3008,15.5117,0.3043,18.9482
7OW6,121,17.5672,5,14.5356,0.3163,14.5446,0.3071,17.6231
7OW6,122,16.5396,5,13.5815,0.1325,13.5805,0.1454,16.6366
7OW6,123,15.564,5,13.0145,0.1948,13.0130,0.1998,15.6687
7OW6,124,14.6382,5,12.1114,0.1737,12.1083,0.1554,14.8961
7OW6,125,13.7599,5,11.2284,0.0548,11.2459,0.0389,13.7327
7OW6,126,12.9272,5,10.7862,0.1259,10.8082,0.1324,12.8447
7OW6,127,12.1381,5,10.0274,0.0946,10.0587,0.0997,12.2638
7OW6,128,11.3907,5,9.4162,0.1796,9.4294,0.1857,11.5601
7OW6,129,10.683,5,8.8106,0.0859,8.8243,0.0755,10.8459
7OW6,130,10.0134,5,8.1212,0.1807,8.1383,0.1567,9.9683
7OW6,131,9.38004,5,7.5981,0.1659,7.6215,0.1976,9.4396
7OW6,132,8.78137,5,7.3387,0.1114,7.3785,0.1322,8.7171
7OW6,133,8.21574,5,6.7096,0.1694,6.7349,0.1797,8.1848
7OW6,134,7.68164,5,6.3043,0.0725,6.3378,0.0796,7.6479
7OW6,135,7.17757,5,5.8392,0.0634,5.8623,0.0649,7.1657
7OW6,136,6.70213,5,5.3855,0.1068,5.4114,0.1212,6.5951
7OW6,137,6.25395,5,5.0109,0.1044,5.0278,0.0886,6.1086
7OW6,138,5.8317,5,4.7176,0.0782,4.7279,0.0761,5.6385
7OW6,139,5.43412,5,4.3373,0.0800,4.3705,0.0771,5.3924
7OW6,140,5.06001,5,4.0502,0.0559,4.0771,0.0585,4.9097
7OW6,141,4.7082,5,3.8775,0.0269,3.9082,0.0313,4.6885
7OW6,142,4.37757,5,3.5965,0.0412,3.6513,0.0386,4.4379
7OW6,143,4.06704,5,3.3258,0.0959,3.3711,0.1051,4.0997
7OW6,144,3.77558,5,3.0607,0.0366,3.1405,0.0739,3.7785
7OW6,145,3.50222,5,2.8757,0.0756,2.9555,0.0683,3.4760
7OW6,146,3.246,5,2.6525,0.0203,2.7348,0.0589,3.2679
7OW6,147,3.00601,5,2.4444,0.0340,2.5286,0.0529,3.0229
7OW6,148,2.7814,5,2.2628,0.0241,2.3611,0.0607,2.7462
7OW6,149,2.57133,5,2.1000,0.0553,2.1917,0.0715,2.5645
7OW6,150,2.37501,5,1.9014,0.0344,2.0093,0.0782,2.3709
7OW6,151,2.19168,5,1.7696,0.0260,1.8782,0.0886,2.1363
7OW6,152,2.02061,5,1.6247,0.0504,1.7526,0.1119,1.9975
7OW6,153,1.86112,5,1.5164,0.0466,1.6559,0.0881,1.8740
7OW6,154,1.71255,5,1.3788,0.0271,1.5375,0.0903,1.6716
7OW6,155,1.57426,5,1.2789,0.0193,1.4710,0.1066,1.5585
7OW6,156,1.44565,5,1.1866,0.0230,1.3864,0.1019,1.4214
7OW6,157,1.32616,5,1.0646,0.0203,1.2776,0.0913,1.3290
7OW6,158,1.21523,5,0.9604,0.0098,1.2262,0.1105,1.1788
7OW6,159,1.11236,5,0.9004,0.0131,1.1890,0.0967,1.0860
7OW6,160,1.01704,5,0.8067,0.0110,1.1081,0.0962,1.0141
7OW6,161,0.928804,5,0.7020,0.0096,1.0347,0.1037,0.1050
7OW6,162,0.847218,5,0.6098,0.0084,0.9748,0.1109,0.0925
7OW6,163,0.771854,5,0.5288,0.0074,0.9263,0.1175,0.0813
7OW6,164,0.702309,5,0.4576,0.0064,0.8876,0.1232,0.0715
7OW6,165,0.638207,5,0.3952,0.0055,0.8571,0.1283,0.0627
7OW6,166,0.579186,5,0.3406,0.0047,0.8335,0.1326,0.0549
7OW6,167,0.524908,5,0.2930,0.0040,0.8153,0.1362,0.0480
7OW6,168,0.475048,5,0.2515,0.0034,0.8014,0.1390,0.0419
7OW6,169,0.429305,5,0.2154,0.0028,0.7909,0.1413,0.0364
7OW6,170,0.38739,5,0.1842,0.0023,0.7832,0.1431,0.0316
7OW6,171,0.349033,5,0.1571,0.0019,0.7774,0.1446,0.0274
7OW6,172,0.313979,5,0.1337,0.0015,0.7731,0.1457,0.0237
7OW6,173,0.281986,5,0.1136,0.0011,0.7700,0.1467,0.0204
7OW6,174,0.252829,5,0.0963,0.0009,0.7677,0.1474,0.0177
7OW6,175,0.226295,5,0.0815,0.0007,0.7661,0.1480,0.0151
7OW6,176,0.202186,5,0.0689,0.0006,0.7650,0.1484,0.0130
7OW6,177,0.180312,5,0.0580,0.0006,0.7642,0.1486,0.0112
7OW6,178,0.160499,5,0.0488,0.0005,0.7636,0.1489,0.0096
7OW6,179,0.142582,5,0.0410,0.0006,0.7632,0.1491,0.0082
7OW6,180,0.126407,5,0.0344,0.0006,0.7630,0.1492,0.0070
7OW6,181,0.111832,5,0.0288,0.0005,0.7628,0.1493,0.0060
7OW6,182,0.0987208,5,0.0241,0.0005,0.7627,0.1494,0.0051
7OW6,183,0.0869503,5,0.0202,0.0005,0.7627,0.1495,0.0044
7OW6,184,0.0764038,5,0.0169,0.0004,0.7626,0.1495,0.0037
7OW6,185,0.0669735,5,0.0142,0.0004,0.7626,0.1496,0.0032
7OW6,186,0.0585587,5,0.0118,0.0004,0.7626,0.1496,0.0028
7OW6,187,0.0510671,5,0.0099,0.0003,0.7627,0.1496,0.0024
7OW6,188,0.0444124,5,0.0083,0.0003,0.7627,0.1496,0.0021
7OW6,189,0.0385154,5,0.0070,0.0002,0.7627,0.1496,0.0018
7OW6,190,0.0333026,5,0.0058,0.0002,0.7628,0.1496,0.0016
7OW6,191,0.0287066,5,0.0049,0.0002,0.7628,0.1496,0.0015
7OW6,192,0.0246654,5,0.0041,0.0001,0.7628,0.1496,0.0013
7OW6,193,0.021122,5,0.0034,0.0001,0.7629,0.1496,0.0012
7OW6,194,0.0180242,5,0.0028,0.0001,0.7629,0.1496,0.0011
7OW6,195,0.0153242,5,0.0023,0.0001,0.7629,0.1496,0.0010
7OW6,196,0.0129786,5,0.0019,0.0001,0.7629,0.1496,0.0009
7OW6,197,0.0109477,5,0.0015,0.0001,0.7629,0.1496,0.0008
7OW6,198,0.00919558,5,0.0011,0.0001,0.7630,0.1496,0.0008
7OW6,199,0.00768951,5,0.0007,0.0000,0.7630,0.1497,0.0008
7OW6,200,0.00640001,5,0.0000,0.0000,0.7630,0.1497,0.0007
7PBC,1,2485.54,5,2499.8880,66.1442,2501.0314,65.9771,
7PBC,2,2412.94,5,2130.9351,28.2771,2131.1775,28.5210,2646.2368
7PBC,3,2342.16,5,2069.0189,28.1054,2068.4316,25.8681,2422.7095
7PBC,4,2273.18,5,1981.8749,15.6108,1981.3519,14.3874,2362.3766
7PBC,5,2205.94,5,1925.9204,15.3759,1927.0280,15.7627,2264.7392
7PBC,6,2140.41,5,1848.4658,25.4872,1848.5048,23.5799,2223.8157
7PBC,7,2076.56,5,1804.4698,40.2571,1804.8229,38.9561,2127.2357
7PBC,8,2014.35,5,1767.3029,14.2621,1768.4575,14.1262,2085.4828
7PBC,9,1953.74,5,1686.9491,39.9551,1686.3095,39.5051,2029.9857
7PBC,10,1894.71,5,1662.7829,11.2527,1663.4242,11.6584,1960.7425
7PBC,11,1837.2,5,1602.4901,39.2994,1602.5268,38.7145,1882.9860
7PBC,12,1781.21,5,1559.7586,27.4091,1560.0237,27.6050,1859.1414
7PBC,13,1726.68,5,1473.7613,41.0621,1473.7655,41.6095,1759.3606
7PBC,14,1673.58,5,1443.7710,10.3922,1444.9358,10.6599,1718.1878
7PBC,15,1621.9,5,1411.0185,32.8147,1411.4150,32.6261,1666.8237
7PBC,16,1571.58,5,1384.2136,39.6080,1384.6423,40.6986,1606.7693
7PBC,17,1522.62,5,1313.6817,25.5909,1314.3795,25.2380,1575.5151
7PBC,18,1474.96,5,1277.4658,21.8583,1277.2927,22.5412,1488.1677
7PBC,19,1428.59,5,1250.6465,32.1753,1250.3405,32.4768,1464.4378
7PBC,20,1383.47,5,1205.4150,33.0393,1206.2135,32.9742,1417.0284
7PBC,21,1339.59,5,1180.8063,19.7688,1180.9589,19.6099,1392.8507
7PBC,22,1296.9,5,1131.9252,13.4634,1131.9097,13.1684,1347.4130
7PBC,23,1255.38,5,1094.9907,13.2194,1095.1210,13.3611,1293.5063
7PBC,24,1215,5,1047.3441,17.5741,1047.6286,17.7272,1246.5703
7PBC,25,1175.75,5,1001.8376,22.4120,1001.6852,22.6421,1221.9720
7PBC,26,1137.58,5,991.0664,16.8404,990.9938,16.7439,1163.4612
7PBC,27,1100.49,5,953.3421,16.6556,952.1427,16.5973,1147.4386
7PBC,28,1064.43,5,932.1207,6.8655,931.8764,7.1475,1110.1950
7PBC,29,1029.39,5,892.9088,14.0817,892.7464,13.0777,1077.5729
7PBC,30,995.349,5,861.5952,13.3096,861.3882,13.1073,1015.2042
7PBC,31,962.275,5,842.5370,15.0149,842.8778,14.7054,989.9698
7PBC,32,930.147,5,792.2202,12.1283,792.4895,12.7139,955.5160
7PBC,33,898.942,5,778.1632,15.1716,778.3993,15.5082,912.3029
7PBC,34,868.639,5,754.0425,19.1147,753.8921,19.1393,895.1329
7PBC,35,839.216,5,718.6878,15.0842,718.2345,14.9097,853.4118
7PBC,36,810.652,5,702.1345,7.9873,702.3461,8.2063,824.5278
7PBC,37,782.924,5,682.3535,16.2646,682.4515,16.3933,807.6762
7PBC,38,756.014,5,649.9319,12.3027,650.1689,12.2605,791.6634
7PBC,39,729.901,5,625.6838,10.5779,625.8456,10.4948,750.4465
7PBC,40,704.564,5,611.8875,8.3313,611.4625,8.0419,713.6992
7PBC,41,679.985,5,591.6561,4.4113,591.4429,4.9254,699.3090
7PBC,42,656.145,5,569.7504,5.7480,569.2722,5.4615,673.5690
7PBC,43,633.025,5,550.8704,7.8539,550.3439,8.6236,659.1193
7PBC,44,610.606,5,526.5534,8.9947,526.6741,8.7556,622.9210
7PBC,45,588.872,5,490.2617,15.8029,490.2110,16.0584,603.4642
7PBC,46,567.804,5,492.8606,5.5478,492.8979,5.3583,576.0235
7PBC,47,547.386,5,466.8658,6.9952,466.9499,7.2935,566.9350
7PBC,48,527.6,5,455.2867,5.8283,455.1251,5.9555,534.6003
7PBC,49,508.43,5,435.3470,11.6095,435.6713,11.5391,517.4624
7PBC,50,489.861,5,422.2233,5.9641,422.4003,6.0556,501.7820
7PBC,51,471.875,5,400.8628,6.5369,400.8142,6.2613,483.2135
7PBC,52,454.46,5,393.1647,9.6152,393.4781,9.5660,463.9558
7PBC,53,437.597,5,378.7397,3.2318,378.6620,3.0345,451.1552
7PBC,54,421.274,5,360.6110,5.2628,360.6602,5.4090,430.4886
7PBC,55,405.476,5,344.4811,3.6688,344.4849,3.7004,415.7459
7PBC,56,390.188,5,336.5398,3.2741,336.6092,3.4134,399.2410
7PBC,57,375.397,5,324.1847,3.0195,323.9941,3.2913,387.5927
7PBC,58,361.089,5,311.7466,3.4371,311.7262,3.5290,370.1775
7PBC,59,347.251,5,295.6096,4.5184,295.6277,4.4584,360.5340
7PBC,60,333.87,5,282.0001,5.3407,282.0706,5.4390,343.3685
7PBC,61,320.934,5,271.0294,4.8858,271.1532,4.8183,328.7121
7PBC,62,308.43,5,264.7233,2.4999,264.5600,2.7374,315.0361
7PBC,63,296.345,5,251.6868,6.7401,251.6874,6.7586,303.8417
7PBC,64,284.669,5,244.1068,3.1970,244.0859,3.2012,289.4544
7PBC,65,273.389,5,234.0576,4.8194,234.0908,4.7600,284.3885
7PBC,66,262.495,5,222.2957,3.4497,222.3090,3.4049,266.3937
7PBC,67,251.974,5,215.7330,1.7856,215.7070,1.6951,256.7157
7PBC,68,241.818,5,208.1093,3.9273,208.1813,3.8608,247.7208
7PBC,69,232.014,5,196.3299,4.1266,196.2502,4.1434,240.2246
7PBC,70,222.553,5,189.9336,3.6767,189.8728,3.8495,226.8025
7PBC,71,213.425,5,182.2841,3.8722,182.3235,3.8953,218.9332
7PBC,72,204.619,5,173.9022,6.2281,173.9481,6.3140,210.7866
7PBC,73,196.127,5,168.3109,3.3047,168.2924,3.3418,202.8117
7PBC,74,187.938,5,160.5617,2.1031,160.3357,2.2017,193.5546
